Dataset,Method,Train Size,Test Size,Features Count,D,Linkage,# Clusters,Gap,Errors Train/Test,Time
ionosphere,Multivarié,160,40,8,2,Average,6,0.0%,55/14,0.2s
ionosphere,Multivarié,160,40,8,2,Average,7,0.0%,44/14,0.2s
ionosphere,Multivarié,160,40,8,2,Average,8,0.0%,44/13,0.3s
ionosphere,Multivarié,160,40,8,2,Average,9,0.0%,43/14,0.4s
ionosphere,Multivarié,160,40,8,2,Average,10,0.0%,43/14,0.5s
ionosphere,Multivarié,160,40,8,2,Complet,1,0.0%,59/15,0.0s
ionosphere,Multivarié,160,40,8,2,Complet,2,0.0%,59/15,0.0s
ionosphere,Multivarié,160,40,8,2,Complet,3,0.0%,59/15,0.1s
ionosphere,Multivarié,160,40,8,2,Complet,4,0.0%,59/15,0.2s
ionosphere,Multivarié,160,40,8,2,Complet,5,0.0%,59/15,0.2s
ionosphere,Multivarié,160,40,8,2,Complet,6,0.0%,57/15,0.2s
ionosphere,Multivarié,160,40,8,2,Complet,7,0.0%,54/16,0.2s
ionosphere,Multivarié,160,40,8,2,Complet,8,0.0%,53/15,0.2s
ionosphere,Multivarié,160,40,8,2,Complet,9,0.0%,50/14,0.2s
ionosphere,Multivarié,160,40,8,2,Complet,10,0.0%,50/14,0.4s
ionosphere,Univarié,160,40,8,3,Single,1,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,3,Single,2,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,3,Single,3,0.0%,57/15,0.0s
ionosphere,Univarié,160,40,8,3,Single,4,0.0%,57/15,0.1s
ionosphere,Univarié,160,40,8,3,Single,5,0.0%,57/15,0.0s
ionosphere,Univarié,160,40,8,3,Single,6,0.0%,56/16,0.2s
ionosphere,Univarié,160,40,8,3,Single,7,0.0%,55/15,0.2s
ionosphere,Univarié,160,40,8,3,Single,8,0.0%,54/14,0.2s
ionosphere,Univarié,160,40,8,3,Single,9,0.0%,54/16,0.2s
ionosphere,Univarié,160,40,8,3,Single,10,0.0%,54/16,0.3s
ionosphere,Univarié,160,40,8,3,Average,1,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,3,Average,2,0.0%,58/14,0.0s
ionosphere,Univarié,160,40,8,3,Average,3,0.0%,58/15,0.0s
ionosphere,Univarié,160,40,8,3,Average,4,0.0%,58/14,0.1s
ionosphere,Univarié,160,40,8,3,Average,5,0.0%,58/14,0.2s
ionosphere,Univarié,160,40,8,3,Average,6,0.0%,57/15,0.2s
ionosphere,Univarié,160,40,8,3,Average,7,0.0%,55/15,0.4s
ionosphere,Univarié,160,40,8,3,Average,8,0.0%,54/14,0.3s
ionosphere,Univarié,160,40,8,3,Average,9,0.0%,54/14,0.5s
ionosphere,Univarié,160,40,8,3,Average,10,0.0%,54/14,0.4s
ionosphere,Univarié,160,40,8,3,Complet,1,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,3,Complet,2,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,3,Complet,3,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,3,Complet,4,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,3,Complet,5,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,3,Complet,6,0.0%,56/15,0.1s
ionosphere,Univarié,160,40,8,3,Complet,7,0.0%,57/15,0.2s
ionosphere,Univarié,160,40,8,3,Complet,8,0.0%,58/14,0.3s
ionosphere,Univarié,160,40,8,3,Complet,9,0.0%,55/15,0.3s
ionosphere,Univarié,160,40,8,3,Complet,10,0.0%,55/15,0.4s
ionosphere,Multivarié,160,40,8,3,Single,1,0.0%,59/15,0.1s
ionosphere,Multivarié,160,40,8,3,Single,2,0.0%,58/15,0.1s
ionosphere,Multivarié,160,40,8,3,Single,3,0.0%,56/15,0.1s
ionosphere,Multivarié,160,40,8,3,Single,4,0.0%,56/15,0.1s
ionosphere,Multivarié,160,40,8,3,Single,5,0.0%,56/15,0.1s
ionosphere,Multivarié,160,40,8,3,Single,6,0.0%,55/15,0.1s
ionosphere,Multivarié,160,40,8,3,Single,7,0.0%,54/14,0.6s
ionosphere,Multivarié,160,40,8,3,Single,8,0.0%,53/14,0.5s
ionosphere,Multivarié,160,40,8,3,Single,9,0.0%,53/14,0.5s
ionosphere,Multivarié,160,40,8,3,Single,10,0.0%,53/14,0.1s
ionosphere,Multivarié,160,40,8,3,Average,1,0.0%,59/15,0.1s
ionosphere,Multivarié,160,40,8,3,Average,2,0.0%,58/14,0.1s
ionosphere,Multivarié,160,40,8,3,Average,3,0.0%,58/14,0.1s
ionosphere,Multivarié,160,40,8,3,Average,4,0.0%,56/14,0.1s
ionosphere,Multivarié,160,40,8,3,Average,5,0.0%,55/14,0.1s
ionosphere,Multivarié,160,40,8,3,Average,6,0.0%,55/15,0.3s
ionosphere,Multivarié,160,40,8,3,Average,7,0.0%,44/15,0.6s
ionosphere,Multivarié,160,40,8,3,Average,8,0.0%,42/14,0.8s
ionosphere,Multivarié,160,40,8,3,Average,9,0.0%,42/15,0.7s
ionosphere,Multivarié,160,40,8,3,Average,10,0.0%,42/16,0.4s
ionosphere,Multivarié,160,40,8,3,Complet,1,0.0%,59/15,0.1s
ionosphere,Multivarié,160,40,8,3,Complet,2,0.0%,59/15,0.0s
ionosphere,Multivarié,160,40,8,3,Complet,3,0.0%,59/15,0.5s
ionosphere,Multivarié,160,40,8,3,Complet,4,0.0%,59/15,0.7s
ionosphere,Multivarié,160,40,8,3,Complet,5,0.0%,59/15,0.8s
ionosphere,Multivarié,160,40,8,3,Complet,6,0.0%,57/15,1.3s
ionosphere,Multivarié,160,40,8,3,Complet,7,0.0%,54/16,1.0s
ionosphere,Multivarié,160,40,8,3,Complet,8,0.0%,53/15,0.8s
ionosphere,Multivarié,160,40,8,3,Complet,9,0.0%,50/16,0.9s
ionosphere,Multivarié,160,40,8,3,Complet,10,0.0%,50/13,0.5s
ionosphere,Univarié,160,40,8,4,Single,1,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,4,Single,2,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,4,Single,3,0.0%,57/15,0.1s
ionosphere,Univarié,160,40,8,4,Single,4,0.0%,57/15,0.2s
ionosphere,Univarié,160,40,8,4,Single,5,0.0%,57/15,0.2s
ionosphere,Univarié,160,40,8,4,Single,6,0.0%,56/15,0.2s
ionosphere,Univarié,160,40,8,4,Single,7,0.0%,55/14,0.3s
ionosphere,Univarié,160,40,8,4,Single,8,0.0%,53/15,0.3s
ionosphere,Univarié,160,40,8,4,Single,9,0.0%,53/14,0.2s
ionosphere,Univarié,160,40,8,4,Single,10,0.0%,53/15,0.3s
ionosphere,Univarié,160,40,8,4,Average,1,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,4,Average,2,0.0%,58/15,0.0s
ionosphere,Univarié,160,40,8,4,Average,3,0.0%,58/15,0.0s
ionosphere,Univarié,160,40,8,4,Average,4,0.0%,58/14,0.2s
ionosphere,Univarié,160,40,8,4,Average,5,0.0%,58/14,0.2s
ionosphere,Univarié,160,40,8,4,Average,6,0.0%,57/15,0.4s
ionosphere,Univarié,160,40,8,4,Average,7,0.0%,55/14,0.4s
ionosphere,Univarié,160,40,8,4,Average,8,0.0%,54/15,0.9s
ionosphere,Univarié,160,40,8,4,Average,9,0.0%,55/15,1.8s
ionosphere,Univarié,160,40,8,4,Average,10,0.0%,54/14,2.5s
ionosphere,Univarié,160,40,8,4,Complet,1,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,4,Complet,2,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,4,Complet,3,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,4,Complet,4,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,4,Complet,5,0.0%,59/15,0.0s
ionosphere,Univarié,160,40,8,4,Complet,6,0.0%,59/15,0.2s
ionosphere,Univarié,160,40,8,4,Complet,7,0.0%,59/15,0.4s
ionosphere,Univarié,160,40,8,4,Complet,8,0.0%,58/15,0.6s
ionosphere,Univarié,160,40,8,4,Complet,9,0.0%,55/15,1.1s
ionosphere,Univarié,160,40,8,4,Complet,10,0.0%,53/15,1.2s
ionosphere,Multivarié,160,40,8,4,Single,1,0.0%,59/15,0.2s
ionosphere,Multivarié,160,40,8,4,Single,2,0.0%,58/15,0.2s
ionosphere,Multivarié,160,40,8,4,Single,3,0.0%,56/15,0.2s
ionosphere,Multivarié,160,40,8,4,Single,4,0.0%,56/15,0.2s
ionosphere,Multivarié,160,40,8,4,Single,5,0.0%,56/15,0.2s
ionosphere,Multivarié,160,40,8,4,Single,6,0.0%,55/15,0.2s
ionosphere,Multivarié,160,40,8,4,Single,7,0.0%,54/14,1.0s
ionosphere,Multivarié,160,40,8,4,Single,8,0.0%,53/14,1.4s
ionosphere,Multivarié,160,40,8,4,Single,9,0.0%,53/14,1.6s
ionosphere,Multivarié,160,40,8,4,Single,10,0.0%,53/14,1.6s
ionosphere,Multivarié,160,40,8,4,Average,1,0.0%,59/15,0.2s
ionosphere,Multivarié,160,40,8,4,Average,2,0.0%,58/14,0.2s
ionosphere,Multivarié,160,40,8,4,Average,3,0.0%,58/14,0.2s
ionosphere,Multivarié,160,40,8,4,Average,4,0.0%,56/14,0.2s
ionosphere,Multivarié,160,40,8,4,Average,5,0.0%,55/15,1.0s
ionosphere,Multivarié,160,40,8,4,Average,6,0.0%,55/14,0.7s
ionosphere,Multivarié,160,40,8,4,Average,7,0.0%,44/15,0.3s
ionosphere,Multivarié,160,40,8,4,Average,8,0.0%,42/13,1.3s
ionosphere,Multivarié,160,40,8,4,Average,9,0.0%,42/13,1.6s
ionosphere,Multivarié,160,40,8,4,Average,10,0.0%,42/15,1.7s
ionosphere,Multivarié,160,40,8,4,Complete,1,0.0%,59/15,0.2s
ionosphere,Multivarié,160,40,8,4,Complete,2,0.0%,59/15,0.1s
ionosphere,Multivarié,160,40,8,4,Complete,3,0.0%,59/15,0.8s
ionosphere,Multivarié,160,40,8,4,Complete,4,0.0%,59/15,2.6s
ionosphere,Multivarié,160,40,8,4,Complete,5,0.0%,59/15,3.9s
ionosphere,Multivarié,160,40,8,4,Complete,6,0.0%,57/15,7.2s
ionosphere,Multivarié,160,40,8,4,Complete,7,0.0%,54/17,1.4s
ionosphere,Multivarié,160,40,8,4,Complete,8,0.0%,53/17,1.5s
ionosphere,Multivarié,160,40,8,4,Complete,9,0.0%,50/16,1.9s
ionosphere,Multivarié,160,40,8,4,Complete,10,0.0%,50/18,1.9s
